Sun Apr 08 21:06:40 2018,1,loss,0,1,0,1
Sun Apr 08 21:11:03 2018,1,win,1,0,0,0
Fri Sep 14 09:12:03 2018,2,win,2,0,0,0
Fri Sep 14 09:17:22 2018,2,loss,0,2,0,2
Fri Sep 14 10:21:15 2018,1,win,0,1,0,0
Fri Sep 14 10:25:12 2018,1,loss,0,1,0,1
Fri Sep 14 10:29:09 2018,1,loss,0,1,0,1
Fri Sep 14 10:32:00 2018,1,loss,0,1,0,1
